name,value,rank,player_id,position
2027 Early 1st,5857.0,,1702,RDP
2027 Early 2nd,3363.0,,1705,RDP
2027 Early 3rd,2255.0,,1708,RDP
2027 Early 4th,1885.0,,1711,RDP
2027 Late 1st,4181.0,,1704,RDP
2027 Late 2nd,2821.0,,1707,RDP
2027 Late 3rd,2007.0,,1710,RDP
2027 Late 4th,1659.0,,1713,RDP
2027 Mid 1st,4792.0,,1703,RDP
2027 Mid 2nd,3073.0,,1706,RDP
2027 Mid 3rd,2140.0,,1709,RDP
2027 Mid 4th,1750.0,,1712,RDP
2028 Early 1st,4840.0,,1882,RDP
2028 Early 2nd,2754.0,,1885,RDP
2028 Early 3rd,2048.0,,1888,RDP
2028 Early 4th,1777.0,,1891,RDP
2028 Late 1st,3742.0,,1884,RDP
2028 Late 2nd,2437.0,,1887,RDP
2028 Late 3rd,1932.0,,1890,RDP
2028 Late 4th,1431.0,,1893,RDP
2028 Mid 1st,4138.0,,1883,RDP
2028 Mid 2nd,2650.0,,1886,RDP
2028 Mid 3rd,1996.0,,1889,RDP
2028 Mid 4th,1647.0,,1892,RDP
2029 Early 1st,4198.0,,2126,RDP
2029 Early 2nd,2692.0,,2129,RDP
2029 Early 3rd,2141.0,,2132,RDP
2029 Early 4th,1723.0,,2135,RDP
2029 Late 1st,3392.0,,2128,RDP
2029 Late 2nd,2335.0,,2131,RDP
2029 Late 3rd,1810.0,,2134,RDP
2029 Late 4th,1344.0,,2137,RDP
2029 Mid 1st,3712.0,,2127,RDP
2029 Mid 2nd,2497.0,,2130,RDP
2029 Mid 3rd,1932.0,,2133,RDP
2029 Mid 4th,1529.0,,2136,RDP
A.J. Brown,4775.0,75.0,217,WR
Aaron Jones,2554.0,185.0,301,RB
Aaron Rodgers,2331.0,218.0,235,QB
Adam Randall,1801.0,314.0,2026,RB
Adam Trautman,1081.0,444.0,566,TE
Adonai Mitchell,2523.0,193.0,1597,WR
AJ Barner,3409.0,116.0,1629,TE
AJ Dillon,582.0,544.0,631,RB
Alec Pierce,3282.0,124.0,1285,WR
Alvin Kamara,2024.0,270.0,282,RB
Amon-Ra St. Brown,7829.0,9.0,1010,WR
Andrei Iosivas,1635.0,347.0,1422,WR
Anthony Richardson,2091.0,247.0,1405,QB
Antonio Williams,3115.0,133.0,1974,WR
Arian Smith,1063.0,451.0,1815,WR
Ashton Jeanty,7294.0,14.0,1742,RB
Audric Estime,1611.0,351.0,1566,RB
Baker Mayfield,4564.0,78.0,215,QB
Bam Knight,1275.0,402.0,1186,RB
Barion Brown,1076.0,447.0,2003,WR
Ben Sinnott,2402.0,210.0,1615,TE
Bhayshul Tuten,4269.0,84.0,1752,RB
Bijan Robinson,8984.0,4.0,1414,RB
Blake Corum,3363.0,123.0,1564,RB
Bo Melton,1082.0,443.0,1244,WR
Bo Nix,5771.0,38.0,1553,QB
Braelon Allen,2410.0,208.0,1567,RB
Brandon Aiyuk,2039.0,267.0,538,WR
Brashard Smith,1686.0,340.0,1749,RB
Breece Hall,5447.0,47.0,1224,RB
Brenen Thompson,1139.0,427.0,1991,WR
Brenton Strange,3541.0,111.0,1461,TE
Brevin Jordan,1610.0,352.0,1052,TE
Brian Robinson,2217.0,232.0,1232,RB
Brian Thomas Jr.,3970.0,96.0,1589,WR
Brock Bowers,9022.0,3.0,1612,TE
Brock Purdy,6122.0,31.0,1214,QB
